session_id,unit_id,station,t,channel,value_true,value_observed,t_global
0,28,0,1400.84,humidity,47.5053,47.5053,1400.84
0,21,5,1401.9,torque,48.2336,48.2336,1401.9
0,21,5,1401.9,vibration,0.206,0.206,1401.9
0,21,5,1401.9,temperature,69.6087,69.6087,1401.9
0,21,5,1401.9,pressure,32.0861,32.0861,1401.9
0,21,5,1401.9,humidity,47.0821,47.0821,1401.9
0,22,4,1401.9,torque,51.8018,,1401.9
0,22,4,1401.9,vibration,0.1658,,1401.9
0,22,4,1401.9,temperature,70.717,,1401.9
0,22,4,1401.9,pressure,30.7667,,1401.9
0,22,4,1401.9,humidity,44.3587,,1401.9
0,14,8,1407.68,torque,49.5595,49.5595,1407.68
0,14,8,1407.68,vibration,0.224,0.224,1407.68
0,14,8,1407.68,temperature,68.2066,68.2066,1407.68
0,14,8,1407.68,pressure,29.5092,29.5092,1407.68
0,14,8,1407.68,humidity,44.2639,44.2639,1407.68
0,15,7,1407.68,torque,51.7475,51.7475,1407.68
0,15,7,1407.68,vibration,0.1926,0.1926,1407.68
0,15,7,1407.68,temperature,70.9135,70.9135,1407.68
0,15,7,1407.68,pressure,30.8902,30.8902,1407.68
0,15,7,1407.68,humidity,42.1618,42.1618,1407.68
0,24,3,1422.48,torque,50.2502,50.2502,1422.48
0,24,3,1422.48,vibration,0.1202,0.1202,1422.48
0,24,3,1422.48,temperature,74.0073,74.0073,1422.48
0,24,3,1422.48,pressure,32.0968,32.0968,1422.48
0,24,3,1422.48,humidity,46.8931,46.8931,1422.48
0,25,2,1425.74,torque,51.4303,51.4303,1425.74
0,25,2,1425.74,vibration,0.2252,0.2252,1425.74
0,25,2,1425.74,temperature,70.4341,70.4341,1425.74
0,25,2,1425.74,pressure,28.9453,28.9453,1425.74
0,25,2,1425.74,humidity,44.0561,44.0561,1425.74
0,26,1,1425.74,torque,50.3086,50.3086,1425.74
0,26,1,1425.74,vibration,0.2033,0.2033,1425.74
0,26,1,1425.74,temperature,73.8015,73.8015,1425.74
0,26,1,1425.74,pressure,27.9754,27.9754,1425.74
0,26,1,1425.74,humidity,47.2545,47.2545,1425.74
0,12,11,1427.4,torque,50.0017,50.0017,1427.4
0,12,11,1427.4,vibration,0.1794,0.1794,1427.4
0,12,11,1427.4,temperature,70.4142,70.4142,1427.4
0,12,11,1427.4,pressure,30.1223,30.1223,1427.4
0,12,11,1427.4,humidity,44.1301,44.1301,1427.4
0,13,10,1427.4,torque,53.5667,53.5667,1427.4
0,13,10,1427.4,vibration,0.252,0.252,1427.4
0,13,10,1427.4,temperature,69.8606,69.8606,1427.4
0,13,10,1427.4,pressure,30.6584,30.6584,1427.4
0,13,10,1427.4,humidity,45.4387,45.4387,1427.4
0,23,4,1453.1,torque,48.1909,,1453.1
0,23,4,1453.1,vibration,0.2813,,1453.1
0,23,4,1453.1,temperature,75.8501,,1453.1
0,23,4,1453.1,pressure,33.9406,,1453.1
0,23,4,1453.1,humidity,43.9641,,1453.1
0,29,0,1453.24,torque,48.0727,48.0727,1453.24
0,29,0,1453.24,vibration,0.2037,0.2037,1453.24
0,29,0,1453.24,temperature,68.1762,68.1762,1453.24
0,29,0,1453.24,pressure,27.8821,27.8821,1453.24
0,29,0,1453.24,humidity,46.2934,46.2934,1453.24
0,14,9,1454.62,torque,49.6941,,1454.62
0,14,9,1454.62,vibration,0.2058,,1454.62
0,14,9,1454.62,temperature,69.1026,,1454.62
0,14,9,1454.62,pressure,28.5149,,1454.62
0,14,9,1454.62,humidity,40.2127,,1454.62
0,15,8,1456.33,torque,51.4886,51.4886,1456.33
0,15,8,1456.33,vibration,0.2049,0.2049,1456.33
0,15,8,1456.33,temperature,70.8794,70.8794,1456.33
0,15,8,1456.33,pressure,27.8884,27.8884,1456.33
0,15,8,1456.33,humidity,44.5425,44.5425,1456.33
0,16,7,1473.05,torque,49.9736,49.9736,1473.05
0,16,7,1473.05,vibration,0.1827,0.1827,1473.05
0,16,7,1473.05,temperature,69.9915,69.9915,1473.05
0,16,7,1473.05,pressure,32.2976,32.2976,1473.05
0,16,7,1473.05,humidity,42.9783,42.9783,1473.05
0,17,6,1473.05,torque,49.2169,49.2169,1473.05
0,17,6,1473.05,vibration,0.2063,0.2063,1473.05
0,17,6,1473.05,temperature,70.1672,70.1672,1473.05
0,17,6,1473.05,pressure,28.5929,28.5929,1473.05
0,17,6,1473.05,humidity,44.567,44.567,1473.05
0,22,5,1473.05,torque,49.4207,49.4207,1473.05
0,22,5,1473.05,vibration,0.1795,0.1795,1473.05
0,22,5,1473.05,temperature,69.211,69.211,1473.05
0,22,5,1473.05,pressure,33.1452,33.1452,1473.05
0,22,5,1473.05,humidity,47.1826,47.1826,1473.05
0,25,3,1477.64,torque,51.4907,51.4907,1477.64
0,25,3,1477.64,vibration,0.2065,0.2065,1477.64
0,25,3,1477.64,temperature,70.4846,70.4846,1477.64
0,25,3,1477.64,pressure,31.0087,31.0087,1477.64
0,25,3,1477.64,humidity,47.6138,47.6138,1477.64
0,26,2,1481.93,torque,48.1596,48.1596,1481.93
0,26,2,1481.93,vibration,0.2209,0.2209,1481.93
0,26,2,1481.93,temperature,70.8005,70.8005,1481.93
0,26,2,1481.93,pressure,29.3073,29.3073,1481.93
0,26,2,1481.93,humidity,45.0394,45.0394,1481.93
0,27,1,1481.93,torque,49.5518,49.5518,1481.93
0,27,1,1481.93,vibration,0.2188,0.2188,1481.93
0,27,1,1481.93,temperature,73.3943,73.3943,1481.93
0,27,1,1481.93,pressure,30.6693,30.6693,1481.93
0,27,1,1481.93,humidity,46.8266,46.8266,1481.93
0,13,11,1489.08,torque,50.3551,50.3551,1489.08
0,13,11,1489.08,vibration,0.2406,0.2406,1489.08
0,13,11,1489.08,temperature,68.6545,68.6545,1489.08
0,13,11,1489.08,pressure,29.2753,29.2753,1489.08
0,13,11,1489.08,humidity,43.9107,43.9107,1489.08
0,30,0,1500.0,torque,49.1817,49.1817,1500.0
0,30,0,1500.0,vibration,0.2081,0.2081,1500.0
0,30,0,1500.0,temperature,67.6443,67.6443,1500.0
0,30,0,1500.0,pressure,30.9655,30.9655,1500.0
0,30,0,1500.0,humidity,46.7054,46.7054,1500.0
0,24,4,1514.17,torque,49.7196,,1514.17
0,24,4,1514.17,vibration,0.1933,,1514.17
0,24,4,1514.17,temperature,70.2834,,1514.17
0,24,4,1514.17,pressure,27.042,,1514.17
0,24,4,1514.17,humidity,45.7884,,1514.17
0,14,10,1514.77,torque,53.3302,53.3302,1514.77
0,14,10,1514.77,vibration,0.2007,0.2007,1514.77
0,14,10,1514.77,temperature,71.8097,71.8097,1514.77
0,14,10,1514.77,pressure,26.9552,26.9552,1514.77
0,14,10,1514.77,humidity,43.5366,43.5366,1514.77
0,15,9,1514.77,torque,50.4889,,1514.77
0,15,9,1514.77,vibration,0.1851,,1514.77
0,15,9,1514.77,temperature,71.7369,,1514.77
0,15,9,1514.77,pressure,33.7467,,1514.77
0,15,9,1514.77,humidity,42.2045,,1514.77
0,16,8,1520.46,torque,51.1906,51.1906,1520.46
0,16,8,1520.46,vibration,0.1677,0.1677,1520.46
0,16,8,1520.46,temperature,70.7842,70.7842,1520.46
0,16,8,1520.46,pressure,29.2813,29.2813,1520.46
0,16,8,1520.46,humidity,44.8496,44.8496,1520.46
0,28,1,1532.48,torque,47.9634,47.9634,1532.48
0,28,1,1532.48,vibration,0.2808,0.2808,1532.48
0,28,1,1532.48,temperature,68.2354,68.2354,1532.48
0,28,1,1532.48,pressure,31.0817,31.0817,1532.48
0,28,1,1532.48,humidity,48.3334,48.3334,1532.48
0,26,3,1536.35,torque,49.5352,49.5352,1536.35
0,26,3,1536.35,vibration,0.2144,0.2144,1536.35
0,26,3,1536.35,temperature,72.2692,72.2692,1536.35
0,26,3,1536.35,pressure,30.0543,30.0543,1536.35
0,26,3,1536.35,humidity,45.3742,45.3742,1536.35
0,27,2,1536.35,torque,48.7283,48.7283,1536.35
0,27,2,1536.35,vibration,0.1553,0.1553,1536.35
0,27,2,1536.35,temperature,73.2225,73.2225,1536.35
0,27,2,1536.35,pressure,31.7779,31.7779,1536.35
0,27,2,1536.35,humidity,45.4928,45.4928,1536.35
0,17,7,1557.06,torque,50.1388,50.1388,1557.06
0,17,7,1557.06,vibration,0.1953,0.1953,1557.06
0,17,7,1557.06,temperature,69.3793,69.3793,1557.06
0,17,7,1557.06,pressure,29.1488,29.1488,1557.06
0,17,7,1557.06,humidity,41.7032,41.7032,1557.06
0,18,6,1557.06,torque,49.6312,49.6312,1557.06
0,18,6,1557.06,vibration,0.1885,0.1885,1557.06
0,18,6,1557.06,temperature,68.2207,68.2207,1557.06
0,18,6,1557.06,pressure,30.375,30.375,1557.06
0,18,6,1557.06,humidity,44.0225,44.0225,1557.06
0,23,5,1557.06,torque,49.1107,49.1107,1557.06
0,23,5,1557.06,vibration,0.1826,0.1826,1557.06
0,23,5,1557.06,temperature,67.5424,67.5424,1557.06
0,23,5,1557.06,pressure,29.3247,29.3247,1557.06
0,23,5,1557.06,humidity,46.233,46.233,1557.06
0,31,0,1559.97,torque,51.0295,51.0295,1559.97
0,31,0,1559.97,vibration,0.2217,0.2217,1559.97
0,31,0,1559.97,temperature,71.7372,71.7372,1559.97
0,31,0,1559.97,pressure,28.3818,28.3818,1559.97
0,31,0,1559.97,humidity,45.0788,45.0788,1559.97
0,29,1,1571.77,torque,50.0111,50.0111,1571.77
0,29,1,1571.77,vibration,0.21,0.21,1571.77
0,29,1,1571.77,temperature,72.4629,72.4629,1571.77
0,29,1,1571.77,pressure,29.2338,29.2338,1571.77
0,29,1,1571.77,humidity,45.425,45.425,1571.77
0,25,4,1575.22,torque,52.7923,,1575.22
0,25,4,1575.22,vibration,0.192,,1575.22
0,25,4,1575.22,temperature,69.7819,,1575.22
0,25,4,1575.22,pressure,31.8267,,1575.22
0,25,4,1575.22,humidity,45.936,,1575.22
0,16,9,1575.33,torque,48.9564,,1575.33
0,16,9,1575.33,vibration,0.2745,,1575.33
0,16,9,1575.33,temperature,68.7221,,1575.33
0,16,9,1575.33,pressure,30.297,,1575.33
0,16,9,1575.33,humidity,43.8385,,1575.33
0,14,11,1579.19,torque,49.1408,49.1408,1579.19
0,14,11,1579.19,vibration,0.1476,0.1476,1579.19
0,14,11,1579.19,temperature,67.7192,67.7192,1579.19
0,14,11,1579.19,pressure,30.6431,30.6431,1579.19
0,14,11,1579.19,humidity,42.9259,42.9259,1579.19
0,15,10,1579.19,torque,48.0458,48.0458,1579.19
0,15,10,1579.19,vibration,0.22,0.22,1579.19
0,15,10,1579.19,temperature,68.7795,68.7795,1579.19
0,15,10,1579.19,pressure,31.2744,31.2744,1579.19
0,15,10,1579.19,humidity,42.7221,42.7221,1579.19
0,27,3,1582.52,torque,51.8817,51.8817,1582.52
0,27,3,1582.52,vibration,0.2214,0.2214,1582.52
0,27,3,1582.52,temperature,69.8414,69.8414,1582.52
0,27,3,1582.52,pressure,31.2764,31.2764,1582.52
0,27,3,1582.52,humidity,45.1586,45.1586,1582.52
0,28,2,1582.52,torque,48.2114,48.2114,1582.52
0,28,2,1582.52,vibration,0.2003,0.2003,1582.52
0,28,2,1582.52,temperature,69.4197,69.4197,1582.52
0,28,2,1582.52,pressure,28.5945,28.5945,1582.52
0,28,2,1582.52,humidity,45.3291,45.3291,1582.52
0,17,8,1599.93,torque,49.4019,49.4019,1599.93
0,17,8,1599.93,vibration,0.2212,0.2212,1599.93
0,17,8,1599.93,temperature,67.3932,67.3932,1599.93
0,17,8,1599.93,pressure,27.5796,27.5796,1599.93
0,17,8,1599.93,humidity,44.4332,44.4332,1599.93
0,32,0,1611.55,torque,49.8012,49.8012,1611.55
0,32,0,1611.55,vibration,0.215,0.215,1611.55
0,32,0,1611.55,temperature,69.8266,69.8266,1611.55
0,32,0,1611.55,pressure,27.2262,27.2262,1611.55
0,32,0,1611.55,humidity,44.8052,44.8052,1611.55
0,30,1,1612.99,torque,52.1363,52.1363,1612.99
0,30,1,1612.99,vibration,0.1817,0.1817,1612.99
0,30,1,1612.99,temperature,69.1632,69.1632,1612.99
0,30,1,1612.99,pressure,29.9775,29.9775,1612.99
0,30,1,1612.99,humidity,44.1683,44.1683,1612.99
0,26,4,1622.25,torque,50.2228,,1622.25
0,26,4,1622.25,vibration,0.151,,1622.25
0,26,4,1622.25,temperature,67.0907,,1622.25
0,26,4,1622.25,pressure,30.6093,,1622.25
0,26,4,1622.25,humidity,46.4889,,1622.25
0,18,7,1624.06,torque,51.8688,51.8688,1624.06
0,18,7,1624.06,vibration,0.2617,0.2617,1624.06
0,18,7,1624.06,temperature,67.3753,67.3753,1624.06
0,18,7,1624.06,pressure,32.6637,32.6637,1624.06
0,18,7,1624.06,humidity,42.6484,42.6484,1624.06
0,19,6,1624.06,torque,49.3073,49.3073,1624.06
0,19,6,1624.06,vibration,0.1832,0.1832,1624.06
0,19,6,1624.06,temperature,69.6862,69.6862,1624.06
0,19,6,1624.06,pressure,31.8159,31.8159,1624.06
0,19,6,1624.06,humidity,44.4112,44.4112,1624.06
0,24,5,1624.06,torque,50.3907,50.3907,1624.06
0,24,5,1624.06,vibration,0.2131,0.2131,1624.06
0,24,5,1624.06,temperature,65.2351,65.2351,1624.06
0,24,5,1624.06,pressure,30.3108,30.3108,1624.06
0,24,5,1624.06,humidity,45.0561,45.0561,1624.06
0,16,10,1630.09,torque,48.319,48.319,1630.09
0,16,10,1630.09,vibration,0.1824,0.1824,1630.09
0,16,10,1630.09,temperature,69.3512,69.3512,1630.09
0,16,10,1630.09,pressure,30.7253,30.7253,1630.09
0,16,10,1630.09,humidity,44.5287,44.5287,1630.09
0,15,11,1635.66,torque,52.1641,52.1641,1635.66
0,15,11,1635.66,vibration,0.2274,0.2274,1635.66
0,15,11,1635.66,temperature,72.3148,72.3148,1635.66
0,15,11,1635.66,pressure,32.7403,32.7403,1635.66
0,15,11,1635.66,humidity,43.1901,43.1901,1635.66
0,28,3,1639.0,torque,50.1341,50.1341,1639.0
0,28,3,1639.0,vibration,0.2093,0.2093,1639.0
0,28,3,1639.0,temperature,67.3952,67.3952,1639.0
0,28,3,1639.0,pressure,32.1168,32.1168,1639.0
0,28,3,1639.0,humidity,43.1704,43.1704,1639.0
0,29,2,1639.0,torque,51.5931,51.5931,1639.0
0,29,2,1639.0,vibration,0.1705,0.1705,1639.0
0,29,2,1639.0,temperature,68.6317,68.6317,1639.0
0,29,2,1639.0,pressure,31.4091,31.4091,1639.0
0,29,2,1639.0,humidity,46.0747,46.0747,1639.0
0,31,1,1651.15,torque,51.3905,51.3905,1651.15
0,31,1,1651.15,vibration,0.1819,0.1819,1651.15
0,31,1,1651.15,temperature,69.959,69.959,1651.15
0,31,1,1651.15,pressure,28.1321,28.1321,1651.15
0,31,1,1651.15,humidity,44.6874,44.6874,1651.15
0,17,9,1654.07,torque,50.7846,,1654.07
0,17,9,1654.07,vibration,0.2021,,1654.07
0,17,9,1654.07,temperature,70.4187,,1654.07
0,17,9,1654.07,pressure,29.1926,,1654.07
0,17,9,1654.07,humidity,42.8533,,1654.07
0,33,0,1663.42,torque,50.3831,50.3831,1663.42
0,33,0,1663.42,vibration,0.1827,0.1827,1663.42
0,33,0,1663.42,temperature,70.465,70.465,1663.42
0,33,0,1663.42,pressure,27.3327,27.3327,1663.42
0,33,0,1663.42,humidity,44.8812,44.8812,1663.42
0,18,8,1669.99,torque,50.3317,50.3317,1669.99
0,18,8,1669.99,vibration,0.1818,0.1818,1669.99
0,18,8,1669.99,temperature,68.8485,68.8485,1669.99
0,18,8,1669.99,pressure,31.2883,31.2883,1669.99
0,18,8,1669.99,humidity,44.0181,44.0181,1669.99
0,27,4,1674.17,torque,48.9782,,1674.17
0,27,4,1674.17,vibration,0.2051,,1674.17
0,27,4,1674.17,temperature,73.1851,,1674.17
0,27,4,1674.17,pressure,32.0039,,1674.17
0,27,4,1674.17,humidity,44.6512,,1674.17
0,17,10,1687.74,torque,50.2193,50.2193,1687.74
0,17,10,1687.74,vibration,0.2021,0.2021,1687.74
0,17,10,1687.74,temperature,70.3673,70.3673,1687.74
0,17,10,1687.74,pressure,30.2901,30.2901,1687.74
0,17,10,1687.74,humidity,44.636,44.636,1687.74
0,16,11,1692.05,torque,48.4322,48.4322,1692.05
0,16,11,1692.05,vibration,0.2008,0.2008,1692.05
0,16,11,1692.05,temperature,70.2417,70.2417,1692.05
0,16,11,1692.05,pressure,29.5578,29.5578,1692.05
0,16,11,1692.05,humidity,43.7577,43.7577,1692.05
0,29,3,1692.62,torque,53.1004,53.1004,1692.62
0,29,3,1692.62,vibration,0.2557,0.2557,1692.62
0,29,3,1692.62,temperature,68.5566,68.5566,1692.62
0,29,3,1692.62,pressure,27.3979,27.3979,1692.62
0,29,3,1692.62,humidity,45.0985,45.0985,1692.62
0,30,2,1692.62,torque,52.3277,52.3277,1692.62
0,30,2,1692.62,vibration,0.2073,0.2073,1692.62
0,30,2,1692.62,temperature,68.8589,68.8589,1692.62
0,30,2,1692.62,pressure,28.1816,28.1816,1692.62
0,30,2,1692.62,humidity,45.9702,45.9702,1692.62
0,28,4,1699.61,torque,49.3738,,1699.61
0,28,4,1699.61,vibration,0.1599,,1699.61
0,28,4,1699.61,temperature,73.2325,,1699.61
0,28,4,1699.61,pressure,27.368,,1699.61
0,28,4,1699.61,humidity,46.529,,1699.61
0,19,7,1699.75,torque,47.8068,47.8068,1699.75
0,19,7,1699.75,vibration,0.2009,0.2009,1699.75
0,19,7,1699.75,temperature,67.3307,67.3307,1699.75
0,19,7,1699.75,pressure,30.6706,30.6706,1699.75
0,19,7,1699.75,humidity,42.6308,42.6308,1699.75
0,20,6,1699.75,torque,48.8232,48.8232,1699.75
0,20,6,1699.75,vibration,0.2985,0.2985,1699.75
0,20,6,1699.75,temperature,68.8496,68.8496,1699.75
0,20,6,1699.75,pressure,26.5664,26.5664,1699.75
0,20,6,1699.75,humidity,43.803,43.803,1699.75
0,25,5,1699.75,torque,50.2493,50.2493,1699.75
0,25,5,1699.75,vibration,0.1843,0.1843,1699.75
0,25,5,1699.75,temperature,72.7725,72.7725,1699.75
0,25,5,1699.75,pressure,32.3802,32.3802,1699.75
0,25,5,1699.75,humidity,45.9324,45.9324,1699.75
0,32,1,1712.13,torque,50.3452,50.3452,1712.13
0,32,1,1712.13,vibration,0.2204,0.2204,1712.13
0,32,1,1712.13,temperature,69.386,69.386,1712.13
0,32,1,1712.13,pressure,31.397,31.397,1712.13
0,32,1,1712.13,humidity,44.6942,44.6942,1712.13
0,34,0,1716.95,torque,46.9715,46.9715,1716.95
0,34,0,1716.95,vibration,0.1843,0.1843,1716.95
0,34,0,1716.95,temperature,69.6392,69.6392,1716.95
0,34,0,1716.95,pressure,33.315,33.315,1716.95
0,34,0,1716.95,humidity,45.3102,45.3102,1716.95
0,18,9,1721.13,torque,49.1271,,1721.13
0,18,9,1721.13,vibration,0.1983,,1721.13
0,18,9,1721.13,temperature,72.187,,1721.13
0,18,9,1721.13,pressure,27.443,,1721.13
0,18,9,1721.13,humidity,41.7971,,1721.13
0,17,11,1733.84,torque,48.6758,48.6758,1733.84
0,17,11,1733.84,vibration,0.2109,0.2109,1733.84
0,17,11,1733.84,temperature,70.9581,70.9581,1733.84
0,17,11,1733.84,pressure,29.9776,29.9776,1733.84
0,17,11,1733.84,humidity,43.2587,43.2587,1733.84
0,29,4,1739.19,torque,51.742,,1739.19
0,29,4,1739.19,vibration,0.2583,,1739.19
0,29,4,1739.19,temperature,71.6876,,1739.19
0,29,4,1739.19,pressure,29.9692,,1739.19
0,29,4,1739.19,humidity,45.1859,,1739.19
0,30,3,1747.18,torque,51.0508,51.0508,1747.18
0,30,3,1747.18,vibration,0.2287,0.2287,1747.18
0,30,3,1747.18,temperature,70.48,70.48,1747.18
0,30,3,1747.18,pressure,29.8798,29.8798,1747.18
0,30,3,1747.18,humidity,43.2373,43.2373,1747.18
0,31,2,1747.18,torque,50.7615,50.7615,1747.18
0,31,2,1747.18,vibration,0.1716,0.1716,1747.18
0,31,2,1747.18,temperature,71.6105,71.6105,1747.18
0,31,2,1747.18,pressure,27.8445,27.8445,1747.18
0,31,2,1747.18,humidity,46.987,46.987,1747.18
0,33,1,1753.33,torque,49.5437,49.5437,1753.33
0,33,1,1753.33,vibration,0.1914,0.1914,1753.33
0,33,1,1753.33,temperature,68.9898,68.9898,1753.33
0,33,1,1753.33,pressure,30.3233,30.3233,1753.33
0,33,1,1753.33,humidity,46.2205,46.2205,1753.33
0,19,8,1756.97,torque,53.7714,53.7714,1756.97
0,19,8,1756.97,vibration,0.1878,0.1878,1756.97
0,19,8,1756.97,temperature,70.2064,70.2064,1756.97
0,19,8,1756.97,pressure,28.9777,28.9777,1756.97
0,19,8,1756.97,humidity,43.2772,43.2772,1756.97
0,35,0,1763.9,torque,50.9306,50.9306,1763.9
0,35,0,1763.9,vibration,0.142,0.142,1763.9
0,35,0,1763.9,temperature,71.973,71.973,1763.9
0,35,0,1763.9,pressure,29.2014,29.2014,1763.9
0,35,0,1763.9,humidity,46.1944,46.1944,1763.9
0,20,7,1765.99,torque,48.946,48.946,1765.99
0,20,7,1765.99,vibration,0.2069,0.2069,1765.99
0,20,7,1765.99,temperature,69.2983,69.2983,1765.99
0,20,7,1765.99,pressure,30.3778,30.3778,1765.99
0,20,7,1765.99,humidity,43.737,43.737,1765.99
0,21,6,1765.99,torque,48.6747,48.6747,1765.99
0,21,6,1765.99,vibration,0.2027,0.2027,1765.99
0,21,6,1765.99,temperature,70.0807,70.0807,1765.99
0,21,6,1765.99,pressure,27.6839,27.6839,1765.99
0,21,6,1765.99,humidity,42.6685,42.6685,1765.99
0,26,5,1765.99,torque,49.6856,49.6856,1765.99
0,26,5,1765.99,vibration,0.1964,0.1964,1765.99
0,26,5,1765.99,temperature,69.6517,69.6517,1765.99
0,26,5,1765.99,pressure,29.6518,29.6518,1765.99
0,26,5,1765.99,humidity,46.4549,46.4549,1765.99
0,18,10,1774.8,torque,50.2166,50.2166,1774.8
0,18,10,1774.8,vibration,0.2017,0.2017,1774.8
0,18,10,1774.8,temperature,72.2431,72.2431,1774.8
0,18,10,1774.8,pressure,31.9893,31.9893,1774.8
0,18,10,1774.8,humidity,44.3813,44.3813,1774.8
0,32,2,1789.09,torque,54.7809,54.7809,1789.09
0,32,2,1789.09,vibration,0.1811,0.1811,1789.09
0,32,2,1789.09,temperature,69.6256,69.6256,1789.09
0,32,2,1789.09,pressure,33.6739,33.6739,1789.09
0,32,2,1789.09,humidity,47.2314,47.2314,1789.09
0,30,4,1793.57,torque,50.3928,,1793.57
0,30,4,1793.57,vibration,0.1916,,1793.57
0,30,4,1793.57,temperature,71.2722,,1793.57
0,30,4,1793.57,pressure,27.7494,,1793.57
0,30,4,1793.57,humidity,44.1966,,1793.57
0,31,3,1793.57,torque,51.2355,51.2355,1793.57
0,31,3,1793.57,vibration,0.1939,0.1939,1793.57
0,31,3,1793.57,temperature,67.7961,67.7961,1793.57
0,31,3,1793.57,pressure,28.0926,28.0926,1793.57
0,31,3,1793.57,humidity,45.2261,45.2261,1793.57
0,36,0,1802.9,torque,53.4564,53.4564,1802.9
0,36,0,1802.9,vibration,0.1887,0.1887,1802.9
0,36,0,1802.9,temperature,67.4804,67.4804,1802.9
0,36,0,1802.9,pressure,32.0019,32.0019,1802.9
0,36,0,1802.9,humidity,47.5396,47.5396,1802.9
0,34,1,1804.16,torque,52.2562,52.2562,1804.16
0,34,1,1804.16,vibration,0.1514,0.1514,1804.16
0,34,1,1804.16,temperature,72.2969,72.2969,1804.16
0,34,1,1804.16,pressure,31.839,31.839,1804.16
0,34,1,1804.16,humidity,46.2594,46.2594,1804.16
0,19,9,1811.48,torque,49.2363,,1811.48
0,19,9,1811.48,vibration,0.2186,,1811.48
0,19,9,1811.48,temperature,71.4912,,1811.48
0,19,9,1811.48,pressure,28.9102,,1811.48
0,19,9,1811.48,humidity,42.9347,,1811.48
0,20,8,1811.48,torque,49.05,49.05,1811.48
0,20,8,1811.48,vibration,0.203,0.203,1811.48
0,20,8,1811.48,temperature,71.9744,71.9744,1811.48
0,20,8,1811.48,pressure,29.7596,29.7596,1811.48
0,20,8,1811.48,humidity,42.8917,42.8917,1811.48
0,18,11,1827.34,torque,49.4023,49.4023,1827.34
0,18,11,1827.34,vibration,0.2675,0.2675,1827.34
0,18,11,1827.34,temperature,71.5971,71.5971,1827.34
0,18,11,1827.34,pressure,33.3306,33.3306,1827.34
0,18,11,1827.34,humidity,42.9693,42.9693,1827.34
0,33,2,1828.04,torque,50.2111,50.2111,1828.04
0,33,2,1828.04,vibration,0.145,0.145,1828.04
0,33,2,1828.04,temperature,70.5457,70.5457,1828.04
0,33,2,1828.04,pressure,29.4533,29.4533,1828.04
0,33,2,1828.04,humidity,47.3848,47.3848,1828.04
0,31,4,1841.01,torque,49.6984,,1841.01
0,31,4,1841.01,vibration,0.1775,,1841.01
0,31,4,1841.01,temperature,70.2184,,1841.01
0,31,4,1841.01,pressure,28.3396,,1841.01
0,31,4,1841.01,humidity,44.5234,,1841.01
0,32,3,1841.01,torque,52.5963,52.5963,1841.01
0,32,3,1841.01,vibration,0.1887,0.1887,1841.01
0,32,3,1841.01,temperature,68.1786,68.1786,1841.01
0,32,3,1841.01,pressure,26.6542,26.6542,1841.01
0,32,3,1841.01,humidity,43.1451,43.1451,1841.01
0,21,7,1841.98,torque,47.3815,47.3815,1841.98
0,21,7,1841.98,vibration,0.2539,0.2539,1841.98
0,21,7,1841.98,temperature,68.1695,68.1695,1841.98
0,21,7,1841.98,pressure,29.345,29.345,1841.98
0,21,7,1841.98,humidity,43.1012,43.1012,1841.98
0,22,6,1841.98,torque,49.0033,49.0033,1841.98
0,22,6,1841.98,vibration,0.2123,0.2123,1841.98
0,22,6,1841.98,temperature,69.5502,69.5502,1841.98
0,22,6,1841.98,pressure,31.422,31.422,1841.98
0,22,6,1841.98,humidity,42.6614,42.6614,1841.98
0,27,5,1841.98,torque,49.4796,49.4796,1841.98
0,27,5,1841.98,vibration,0.1839,0.1839,1841.98
0,27,5,1841.98,temperature,70.4215,70.4215,1841.98
0,27,5,1841.98,pressure,31.0888,31.0888,1841.98
0,27,5,1841.98,humidity,46.9851,46.9851,1841.98
0,37,0,1850.84,torque,48.7726,48.7726,1850.84
0,37,0,1850.84,vibration,0.181,0.181,1850.84
0,37,0,1850.84,temperature,68.8919,68.8919,1850.84
0,37,0,1850.84,pressure,30.4103,30.4103,1850.84
0,37,0,1850.84,humidity,46.2892,46.2892,1850.84
0,35,1,1855.45,torque,48.994,48.994,1855.45
0,35,1,1855.45,vibration,0.1689,0.1689,1855.45
0,35,1,1855.45,temperature,73.0085,73.0085,1855.45
0,35,1,1855.45,pressure,28.9115,28.9115,1855.45
0,35,1,1855.45,humidity,46.6169,46.6169,1855.45
0,19,10,1866.13,torque,48.4355,48.4355,1866.13
0,19,10,1866.13,vibration,0.1381,0.1381,1866.13
0,19,10,1866.13,temperature,67.8329,67.8329,1866.13
0,19,10,1866.13,pressure,34.1674,34.1674,1866.13
0,19,10,1866.13,humidity,44.0448,44.0448,1866.13
0,20,9,1876.86,torque,52.5648,,1876.86
0,20,9,1876.86,vibration,0.1992,,1876.86
0,20,9,1876.86,temperature,70.0754,,1876.86
0,20,9,1876.86,pressure,27.0797,,1876.86
0,20,9,1876.86,humidity,43.9869,,1876.86
0,21,8,1887.85,torque,49.3704,49.3704,1887.85
0,21,8,1887.85,vibration,0.1955,0.1955,1887.85
0,21,8,1887.85,temperature,67.607,67.607,1887.85
0,21,8,1887.85,pressure,28.3408,28.3408,1887.85
0,21,8,1887.85,humidity,43.4051,43.4051,1887.85
0,34,2,1888.08,torque,47.8836,47.8836,1888.08
